
title,price,image
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35135 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_7195.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 1TB, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",35135 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_2576.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 16GB, 256GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35135 Сом,https://enter.kg//images/stories/virtuemart/product/11_7351.png
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 500GB, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35235 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8838.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 500GB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35235 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_1768.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 1TB, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35235 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_1142.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 256GB SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35235 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3876.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 12GB, 1TB + 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",35235 Сом,https://enter.kg//images/stories/virtuemart/product/2_3715.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 8GB, 512GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35235 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_5394.jpg
"Ноутбук Lenovo V15 G3 IAP Intel Core i3-1215U (3.30-4.40Ghz), 20GB DDR4, 256GB SSD NVMe, 15.6"" (1920x1080) FHD TN, LAN, WiFi, BT 5.1, DOS, сумка в комплекте, Eng-Rus, черный [82TT00HNAK]",35235 Сом,https://enter.kg//images/stories/virtuemart/product/13_7001.jpg
"Ноутбук Lenovo V15 G3 IAP Intel Core i3-1215U (3.30-4.40Ghz), 8GB DDR4, 500GB SSD NVMe, 15.6"" (1920x1080) FHD TN, LAN, WiFi, BT 5.1, DOS, сумка в комплекте, Eng-Rus, черный [82TT00HNAK]",35235 Сом,https://enter.kg//images/stories/virtuemart/product/13_2105.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 500GB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_5813_1483.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8710.jpg
"Acer Aspire 315-56 Rococo Red Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_2466.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 500GB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_7696.jpg
"ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,8GB,SSD 240GB,RUS,SLATE GRAY",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2_5566.jpg
"ASUS X515MA Grey Intel Quad Core N4120 (up to 2.6Ghz), 4GB, 256GB SSD, Intel UHD Graphics 600, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, Win10, Eng-Rus",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2_2418.jpeg
"ASUS X515MA Grey Intel Quad Core N4120 (up to 2.6Ghz), 8GB, 128GB M.2 NVMe PCIe, Intel UHD Graphics 600, 15.6"" LED HD, WiFi, BT, Cam, Win10, Eng-Rus",35335 Сом,https://enter.kg//images/stories/virtuemart/product/1_3923.jpg
"ASUS X515MA Grey Intel Quad Core N4120 (up to 2.6Ghz), 8GB, 500GB, Intel UHD Graphics 600, 15.6"" LED HD, WiFi, BT, Cam, Win10, Eng-Rus",35335 Сом,https://enter.kg//images/stories/virtuemart/product/1) x515 grey_8368.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 500GB + 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_6002.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2_6896.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 512GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8231.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 16GB, 1TB, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",35335 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_5544.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 512GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",35435 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_6953.jpg
"Ноутбук Dell Vostro 3520 Intel Core i3-1215U (3.30-4.40Ghz), 8GB, 512GB PCIe NVMe SSD, 15.6"" FHD IPS 120hz, WiFi, Bluetooth, LAN RJ45, DOS, Eng-Rus",35435 Сом,https://enter.kg//images/stories/virtuemart/product/777777_8243.jpeg
"Acer Extensa EX215-32 Black Intel N4500 (up to 2.8Ghz), 12GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8814_3310.jpg
"Acer Extensa EX215-32 Black Intel N4500 (up to 2.8Ghz), 8GB, 1TB + 512GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_6500.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3981.jpg
"HP 250 G7 Dark Ash Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB DDR4, 128GB M.2 NVMe PCIe, Intel® UHD Graphics 605, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",35536 Сом,https://enter.kg//images/stories/virtuemart/product/1_7463.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 1TB + 512GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2_8066.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 256GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3317.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 12GB, 1TB + 512GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_1304.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 1TB + 512GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2_7329.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 1TB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2_2746.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 16GB, 1TB, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35536 Сом,https://enter.kg//images/stories/virtuemart/product/11_2225.png
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 20GB, 256GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",35536 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_2898.jpg
"Ноутбук ASUS-X515J/ i3-1005G1/DDR4 8GB/SSD-480GB/NO DVDRW/15.6""/Rus+Eng",35536 Сом,https://enter.kg//images/stories/virtuemart/product/x515j-_1538.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35636 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_5431.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",35636 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_6821.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 20GB, 256GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",35636 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3323_3083.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 500GB + 256GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",35636 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_1338.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 500GB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35736 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_1212.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 1TB, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35736 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8813.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 256GB SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35736 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3910.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35736 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_6354.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 12GB, 512GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35736 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8458.jpg
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 20GB, 1TB + 512GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",35736 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_6239.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 12GB, 512GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35736 Сом,https://enter.kg//images/stories/virtuemart/product/11_6270.png
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 1TB + 256GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",35736 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_7256_8986.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35836 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8417.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 500GB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35836 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3830_2206.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 1TB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35836 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3853.jpg
title,price,image
"ASUS X515MA Grey Intel Quad Core N4120 (up to 2.6Ghz), 8GB, 1TB, Intel UHD Graphics 600, 15.6"" LED HD, WiFi, BT, Cam, Win10, Eng-Rus",35836 Сом,https://enter.kg//images/stories/virtuemart/product/1) x515 grey_5592.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 500GB + 256GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35836 Сом,https://enter.kg//images/stories/virtuemart/product/11_2750.png
"Ноутбук Lenovo V15 G3 IAP Intel Core i3-1215U (3.30-4.40Ghz), 12GB DDR4, 500GB SSD NVMe, 15.6"" (1920x1080) FHD TN, LAN, WiFi, BT 5.1, DOS, сумка в комплекте, Eng-Rus, черный [82TT00HNAK]",35836 Сом,https://enter.kg//images/stories/virtuemart/product/13_3214.jpg
"Acer Aspire 315-56 Rococo Red Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 1TB + 512GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35936 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_2750.jpg
"ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,4GB,SSD 480GB,RUS,SLATE GRAY",35936 Сом,https://enter.kg//images/stories/virtuemart/product/2_6920.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",35936 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_2887.jpg
"Lenovo Ideapad 3-15ADA05 Black Ryzen 3 3250U (up to 3.5Ghz), 20GB, 1TB + 512GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",35936 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_7645.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 500GB + 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",35936 Сом,https://enter.kg//images/stories/virtuemart/product/2_4474.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 1TB + 256GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",35936 Сом,https://enter.kg//images/stories/virtuemart/product/11_4194.png
"Acer Aspire A315-59 Pure Silver Intel Core i3-1215U (up to 4.4Ghz), 12GB DDR4, 500GB M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",36036 Сом,https://enter.kg//images/stories/virtuemart/product/22_6488.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",36036 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_2496.jpg
"ASUS X540UB Silver Intel Core i3-7020U (up to 3.1Ghz), 8GB, 256GB SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), DVDRW, WiFi, BT, Cam, DOS, Eng-Rus",36036 Сом,https://enter.kg//images/stories/virtuemart/product/1_4871_5731.jpg
"HP 250 G7 Dark Ash Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB DDR4, 256GB M.2 NVMe PCIe, Intel® UHD Graphics 605, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",36036 Сом,https://enter.kg//images/stories/virtuemart/product/1_7508_1832.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 500GB + 128GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",36036 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_4696.jpg
"Lenovo Ideapad S145-15AST Black A6-9225 (up to 3.00Ghz), 8GB DDR4, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon R7 M445 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",36036 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8494.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 1TB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",36036 Сом,https://enter.kg//images/stories/virtuemart/product/2_8852.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 1TB + 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",36036 Сом,https://enter.kg//images/stories/virtuemart/product/2_5471.jpg
"Ноутбук ASUS-X515J/ i3-1005G1/DDR4 8GB/SSD-512GB/NO DVDRW/15.6""/Rus+Eng",36036 Сом,https://enter.kg//images/stories/virtuemart/product/x515j-_4842.jpg
"Ноутбук Dell Vostro 3520 Intel Core i3-1215U (3.30-4.40Ghz), 8GB, 256GB PCIe NVMe SSD+1TB HDD, 15.6"" FHD IPS 120hz, WiFi, Bluetooth, LAN RJ45, DOS, Eng-Rus, черный",36036 Сом,https://enter.kg//images/stories/virtuemart/product/777777_8483.jpeg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 1TB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",36136 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_5509.jpg
"Acer Aspire A315-56 Black Intel Core i5-1035G1 (4ядра/8потоков, up to 3.6Ghz), 4GB DDR4, 128GB SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",36136 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_8985.jpg
"Acer Aspire A315-59 Pure Silver Intel Core i3-1215U (up to 4.4Ghz), 12GB DDR4, 512GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",36136 Сом,https://enter.kg//images/stories/virtuemart/product/22_8171.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 500GB, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",36136 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3925.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 16GB, 256GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",36136 Сом,https://enter.kg//images/stories/virtuemart/product/11_3756.png
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 16GB, 512GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",36136 Сом,https://enter.kg//images/stories/virtuemart/product/11_8036.png
"Acer Aspire A315-59 Pure Silver Intel Core i3-1215U (up to 4.4Ghz), 12GB DDR4, 512GB M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",36236 Сом,https://enter.kg//images/stories/virtuemart/product/22_4334.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 500GB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",36236 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_4614.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 16GB, 1TB + 128GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",36236 Сом,https://enter.kg//images/stories/virtuemart/product/2_4594.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 12GB, 500GB + 256GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",36236 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3347.jpg
